numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
71,Mr. Julian Scott,Julian Brown,MJEK50274612793018,7,0.3877332673,0.0,2013-02-25T00:00:00,63,10368.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2018-12-31T00:00:00,382348.0,890140.0,627034.0,460656.0,0.0,128803.0,212674.0,1177807.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,1.0,44000.0,2020-02-06T17:28:44
72,Graham Shah,Mrs. Anna Nolan,AYAR81652684519982,0,0.4679269506,0.0,2016-06-29T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,20000.0,,,,,,,,,,2518727.0,0.0,9.0,0.0,2008.0,De 11 a 16 anos,99800.0,True,True,1.0,0.0,2020-02-06T20:56:27
73,Denis Williams,Stuart Parkinson,FECA48063802482890,19,0.0,,2017-04-11T17:21:38,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,-0.866025403784439,40000.0,,2019-07-31T00:00:00,714851.0,188269.0,728846.0,1402031.0,0.0,652153.0,0.0,1249651.0,302367.0,7.0,2183996.0,2008.0,De 11 a 16 anos,100000.0,False,True,0.0,165850.0,2020-02-06T21:06:07
74,Dr. Lisa Fry,Toby Taylor,BLKC38813122527211,5,0.2815035093,0.0,2016-09-02T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.0,10000.0,,,,,,,,,,1185074.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,88000.0,False,True,0.8178895877,7040.0,2020-02-05T20:15:04
75,Jenna King,Gordon Taylor,VOME11582233946922,26,0.0,,2017-03-20T17:21:27,0,0.0,10000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.0,10000.0,,,,,,,,,,1700308.0,0.0,12.0,0.0,1989.0,Acima de 17 anos,5000.0,False,True,0.0,13690.0,2020-02-06T17:29:34
76,Mrs. Amanda Nicholson,Stuart Wade,PHDP25171211120966,5,0.800299885,0.0,2017-11-24T00:00:00,0,0.0,10000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
79,Kathryn Freeman,Ms. Carolyn Scott,AINE36470635590293,5,0.0,,2014-10-24T14:24:50,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.866025403784439,100000.0,,2018-12-31T02:00:00,10882979.0,7804759.0,12351125.0,801768.0,0.0,1552196.0,1119576.0,11235564.0,-405113.0,12.0,6920713.0,1996.0,Acima de 17 anos,2000000.0,False,False,0.0,808597.0,2020-02-06T17:11:35
80,Jamie Gregory-Rees,Joel Evans,SXQL48789557445419,16,0.6387542857,0.0,2018-07-25T00:00:00,23,7000.0,25000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
81,Dennis Harris-Williams,Eileen Sharp,YSLA86292727347504,4,0.0,,2016-04-20T17:19:49,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.0,40000.0,,,,,,,,,,3302878.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,60000.0,True,True,0.0,101200.0,2020-02-07T13:24:55
82,Dr. Sean Adams,Tracy Collins,TNLN84241632543111,33,0.0,,2018-10-31T10:41:59,0,0.0,3000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,3000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2006.0,De 11 a 16 anos,300000.0,False,True,0.0,63000.0,2020-02-06T17:30:44
83,Geoffrey Johnson,Tracy Collins,CLUV86507137794361,33,0.2777430629,0.0,2018-10-30T00:00:00,0,0.0,3000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,3000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2012.0,De 6 a 10 anos,300000.0,False,True,1.0,36000.0,2020-02-06T17:31:59
84,Dr. Vincent Brown,Mr. Ronald Yates,CWUM99747550174285,7,0.4453843288,0.0,2011-08-31T00:00:00,0,0.0,5000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.0,5000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2007.0,De 11 a 16 anos,100000.0,False,True,1.0,16280.0,2020-02-05T20:34:05
85,Mr. Adrian Adams,Joyce Graham,BSBN05195401595404,0,0.0,,2019-03-29T17:28:13,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,40000.0,,,,,,,,,,29348689.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,600000.0,False,False,0.0,120000.0,2020-02-06T20:18:20
86,Ms. Emma Moore,Yvonne Nixon-Carey,ATAG78921055340588,38,0.4108242018,0.0,2011-07-19T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,20000.0,,,,,,,,,,2298496.0,0.0,12.0,0.0,1991.0,Acima de 17 anos,3000.0,False,False,1.0,86000.0,2020-02-06T20:22:11
87,Dr. Toby Hussain,Aimee Crawford,CLWV48636447854535,30,0.4744318662,0.0,2018-04-16T00:00:00,65,28154.4,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,-0.866025403784129,50000.0,,,,,,,,,,17826063.0,0.0,12.0,0.0,1995.0,Acima de 17 anos,404000.0,False,True,1.0,42900.0,2020-02-06T20:20:18
88,Maurice Booth,Miss Katy Marsden,BJAO26842530827099,14,0.3233516937,0.0,2018-09-27T00:00:00,49,36118.88,50000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.901492129408418,40000.0,,,,,,,,,,1746101.0,0.0,7.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.8808792156,2700.0,2020-02-06T20:05:48
89,Dr. Anna Short,Denise Cook-Tyler,JSPJ30563552068367,7,0.0,,2010-04-30T17:12:15,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,3926252.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,245000.0,False,True,0.0,99900.0,2020-02-06T20:21:08
90,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0.0,,2017-01-19T11:11:37,0,0.0,27000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.866025403784439,,,,,,,,,,,214832.0,0.0,5.0,0.0,2010.0,De 6 a 10 anos,100000.0,True,True,0.0,53585.0,
91,Dr. Eric Shaw,Marcus Shepherd,FBZF09738865495091,3,0.3243299545,0.0,2020-01-27T00:00:00,59,8197.2,6000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,6000.0,,,,,,,,,,1746101.0,0.0,7.0,0.0,2005.0,De 11 a 16 anos,200000.0,False,True,1.0,14400.0,2020-02-06T20:31:27
92,Clifford Cooper,Justin Quinn-Stanley,CKWJ48521633259803,5,0.526992319,0.0,2018-02-15T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,40000.0,,,,,,,,,,3809828.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,20000.0,False,False,1.0,7220.0,2020-02-07T19:48:40
93,Mr. Shane Reynolds,Edward Jones,PMQC81082938911940,28,0.0,,2015-09-29T17:19:04,0,0.0,60000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.359669231559488,50000.0,,2018-12-31T02:00:00,95762.0,293393.0,4786692.0,4493298.0,0.0,3212721.0,1195553.0,5368371.0,1346068.0,12.0,2072196.0,2012.0,De 6 a 10 anos,500000.0,False,True,0.0,194114.0,2020-02-06T20:49:17
94,Miss Harriet Tyler,Jade Thomas,EKFW96917765445914,11,0.2655254663,0.0,2019-04-18T00:00:00,8,6400.0,24000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,11000.0,,,,,,,,,,455009.0,0.0,12.0,0.0,1985.0,Acima de 17 anos,70000.0,False,True,1.0,13500.0,2020-02-06T20:03:38
95,Holly Lawson-Jordan,Mrs. Shirley Davies,WFTW74992478265314,3,0.3737727884,0.0,2011-10-05T00:00:00,0,21416.0,7000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9056603773584904,0.0943396226415094,0.0,7000.0,,2018-12-31T00:00:00,15937864.0,10512301.0,20551184.0,6928237.0,395851.0,10771135.0,4556980.0,40826415.0,3505804.0,12.0,26745259.0,2003.0,Acima de 17 anos,4500000.0,False,False,1.0,4237234.0,2020-02-06T20:59:22
96,Dr. Claire Robinson,Dr. Stewart Waters,JSQJ85113702745505,4,0.3732162181,0.0,2013-07-11T00:00:00,9,5666.66,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,2020-02-12T20:24:50,,,,,,,,,35478786.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,100000.0,False,False,1.0,0.0,
97,Miss Shirley Foster,Brian Gregory,XDTE66508836247286,7,0.3063343254,0.0,2017-08-22T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5283018867924528,0.4716981132075471,0.118142230293384,40000.0,,2019-05-31T00:00:00,4132781.0,3404510.0,4134251.0,658645.0,1121551.0,2006316.0,860678.0,4036098.0,729740.0,5.0,4221383.0,2015.0,De 0 a 5 anos,210000.0,False,True,0.8843274212,426377.0,2020-02-06T20:57:55
98,Georgia Stone-Moore,Frank Bennett,SEIZ73772431891569,3,0.4621624103,0.0,2019-06-21T00:00:00,9,2100.0,25000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,25000.0,,2019-06-30T00:00:00,797131.0,614272.0,797131.0,548878.0,0.0,0.0,129170.0,591755.0,182859.0,6.0,14983.0,2015.0,De 0 a 5 anos,150000.0,False,True,1.0,35200.0,2020-02-07T13:13:17
99,Tina Smith,Mrs. Jenna Turner,IIPH49121092178711,111,0.3989325523,0.0,2009-09-10T00:00:00,0,0.0,35000.0,AprovadoComite,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.0,35000.0,2020-02-12T20:45:57,,,,,,,,,271387.0,0.0,3.0,0.0,1997.0,Acima de 17 anos,10000.0,True,True,1.0,7400.0,
100,Christian Richardson,Zoe Vaughan-Turner,TYKY32411026579458,64,0.3667671775,0.0,2010-04-08T00:00:00,203,259359.83,2500000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.866067862563484,1400000.0,,2019-03-01T03:00:00,78618332.0,49147072.0,81720910.0,31208354.0,0.0,27342670.0,26897412.0,37122463.0,29864299.0,2.0,306505670.0,1992.0,Acima de 17 anos,10000000.0,False,False,0.9999930711,0.0,2020-02-07T17:53:10
101,Dr. Denis Parsons,Mrs. Brenda Howell,ZQEO47674401851283,5,0.0,,2019-06-07T15:54:14,0,0.0,5000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.866025403784439,5000.0,,,,,,,,,,283812.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,10000.0,False,True,0.0,2560.0,2020-02-07T19:38:57
102,Simon Baxter,Ms. Julia Allen,UBAR40967470969591,0,0.0,,2016-03-24T17:19:42,0,0.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,15000.0,,,,,,,,,,1071109.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,50000.0,False,True,0.0,151800.0,2020-02-07T21:11:17
103,Paul Woodward,Vincent Stephenson,XGCX31661930782586,7,0.3932631569,0.0,2007-07-10T00:00:00,0,0.0,65000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,-0.86602540378444,,,2018-12-31T02:00:00,2784673.0,444041.0,2784673.0,2340632.0,0.0,1843446.0,853868.0,2569044.0,424623.0,12.0,-1526301.0,2005.0,De 11 a 16 anos,200000.0,True,True,1.0,34400.0,
104,Denise Thompson,Dr. Christian Smith,LHGO39484013568564,22,0.399997093,0.0,2018-03-27T00:00:00,173,10212.0,60000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
105,Mrs. Andrea Ward,Jennifer Howard,MBUB27367617219459,34,0.248667476,0.0,2016-08-30T00:00:00,253,109200.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.804269251750448,20000.0,,,,,,,,,,3220289.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,300000.0,False,True,0.4095077804,122280.0,2020-02-07T13:19:26
106,Geraldine James-Green,Anna Perkins,IGYR07692699924463,14,0.3718639226,0.0,2006-12-18T00:00:00,83,49782.66,80000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,80000.0,,2019-03-31T03:00:00,8654965.0,4113211.0,10220298.0,5827998.0,6150000.0,3470322.0,3849276.0,5389457.0,0.0,12.0,0.0,1992.0,Acima de 17 anos,90000.0,False,False,0.949152378,388500.0,2020-02-07T21:25:25
107,Malcolm Rahman,Margaret Jones,JMSC79005406105837,29,0.3969189612,0.0,2019-03-19T00:00:00,0,28978.33,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,-0.866025403784439,35000.0,,2018-12-31T00:00:00,2828807.0,1866258.0,2861671.0,995412.0,66421.0,604701.0,1588000.0,4354088.0,1907167.0,12.0,2446921.0,2016.0,De 0 a 5 anos,100000.0,False,False,1.0,3700.0,2020-02-07T21:41:55
108,Shaun Sanders,Diana Wells-Robinson,VQUA74680885687084,82,0.5255814394,0.0,2016-10-28T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,0.973379001625139,5000.0,,,,,,,,,,328075.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,30000.0,False,True,0.1028686542,2560.0,2020-02-07T21:47:21
109,Francis Hunter,Judith Roberts,VTBP28229782439478,4,0.2813948662,0.0,2016-01-06T00:00:00,51,54801.51,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9433962264150944,0.0566037735849056,0.0,150000.0,,2018-12-31T02:00:00,33581314.0,1922318.0,36377344.0,34440755.0,0.0,8475109.0,0.0,24551233.0,1077555.0,12.0,18293841.0,1992.0,Acima de 17 anos,1000000.0,False,False,1.0,2567932.0,2020-02-07T13:11:12
110,Donna Rhodes,Mr. Joseph Burrows,AKVW12349274211282,15,0.0,,2018-05-08T17:26:11,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,10000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2015.0,De 0 a 5 anos,1000.0,False,True,0.0,3500.0,2020-02-07T15:29:16
111,Gail Davies,Neil Barnes,RSEM36800686606940,7,0.0,,2018-11-29T17:27:35,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.866025403784439,10000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2018.0,De 0 a 5 anos,5000.0,False,True,0.0,1400.0,2020-02-07T20:00:43
112,Paul Smith,Dr. Hilary Abbott,HXQX28522825811324,5,0.2890631696,0.0,2012-12-13T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.0,50000.0,,,,,,,,,,13313452.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,110000.0,True,True,1.0,52000.0,2020-02-07T21:50:23
113,Laura Taylor-Jones,Dr. Luke Marsh,GPRI81316087934659,60,0.0,,2017-03-09T14:26:13,0,0.0,25000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
114,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.2646673902,0.0,2017-01-16T00:00:00,0,0.0,130000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.866025403784439,100000.0,,2018-12-31T02:00:00,1720249.0,187745.0,1762231.0,945470.0,97341.0,512793.0,555877.0,3818823.0,181467.0,12.0,-1816507.0,2015.0,De 0 a 5 anos,600000.0,False,True,0.9346440968,13200.0,2020-02-07T18:25:16
115,Oliver Taylor,Dr. Deborah Jackson,ZYRG46055383402143,17,0.0,,2016-01-05T17:19:16,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.0,20000.0,,,,,,,,,,745756.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,40000.0,False,True,0.0,4400.0,2020-02-07T20:02:59
116,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.4918249141,0.0,2008-09-10T00:00:00,63,2836656.0,800000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,800000.0,,2019-07-31T03:00:00,43700228.0,35066250.0,46610269.0,5801008.0,14938623.0,23798850.0,15796549.0,90502107.0,1957004.0,7.0,-65022701.0,2008.0,De 11 a 16 anos,728407.0,False,False,0.9915047802,12528228.0,2020-02-07T18:00:04
117,Josephine Peacock,Linda Cook,PVIP17399531351784,15,0.4028954164,0.0,2009-01-21T00:00:00,52,123462.38,260000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,,,2018-12-31T02:00:00,18005099.0,2754345.0,18007369.0,15253023.0,45038.0,0.0,15934101.0,12255988.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,35000.0,True,True,0.9475701929,0.0,
118,Dr. Karl Robinson,Miss Lorraine Alexander,WZZO86962370944321,3,0.0,,2016-04-18T16:33:38,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,40000.0,,,,,,,,,,10932834.0,0.0,12.0,0.0,1985.0,Acima de 17 anos,208826.0,False,True,0.0,147914.0,2020-02-07T22:22:22
119,Mr. Kevin Clark,Mr. Brandon Davies,GSHZ23277827583812,6,0.4315224568,0.0,2017-01-19T00:00:00,42,41017.32,100000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.0,70000.0,,2018-12-31T02:00:00,1902367.0,1616061.0,1499139.0,46595.0,369661.0,474199.0,1144619.0,10817059.0,3780585.0,12.0,-7036474.0,2016.0,De 0 a 5 anos,850000.0,False,True,0.8210720736,81000.0,2020-02-07T21:34:00
120,Thomas Jones,Yvonne Gregory,RQPA99286134726434,33,0.4513427803,0.0,2006-08-23T00:00:00,55,185191.73,200000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9916580074,,
121,Damien Rowe,Dr. Stacey Barnes,SHTA94818881939727,10,0.0,,2013-01-31T15:39:17,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,20000.0,,,,,,,,,,1557540.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,5000.0,False,True,0.0,11200.0,2020-02-07T13:35:57
122,Mrs. Sharon Joyce,Denise Wilson,UNIW28467075472629,0,0.5201378579,0.0,2017-09-13T00:00:00,28,4715.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,30000.0,,,,,,,,,,2443834.0,0.0,12.0,0.0,2009.0,De 11 a 16 anos,100000.0,False,True,1.0,16200.0,2020-02-07T22:26:21
123,Dr. Shirley O'Connor,Ms. Leah Bennett,DQTN56697498210981,0,0.0,,2019-06-19T17:18:18,0,0.0,5000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,5000.0,,,,,,,,,,0.0,0.0,1.0,0.0,1962.0,Acima de 17 anos,50000.0,False,False,0.0,1604732.0,2020-02-07T20:04:26
124,Kyle Dixon,Elliott Thompson,AISX72495193411291,0,0.2668652632,0.0,2019-01-29T00:00:00,0,0.0,15000.0,ReprovadoComite,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,,,,,,,,,,,718353.0,0.0,12.0,0.0,2019.0,De 0 a 5 anos,80000.0,False,False,1.0,3200.0,
125,Joyce Burton-Webb,Francesca Clements,WNQV38498519845109,2,0.5614737621,0.0,2013-12-16T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,3329454.0,0.0,12.0,0.0,2006.0,De 11 a 16 anos,100000.0,False,True,1.0,132000.0,2020-02-07T20:03:36
126,Dr. Henry Lewis,Mr. Donald Griffiths,YPOY57556377845748,0,0.0,,2019-04-25T17:28:18,0,0.0,15000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,15000.0,,,,,,,,,,3232345.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,20000.0,False,True,0.0,82500.0,2020-02-13T13:30:47
127,Dale O'Sullivan-Moore,Nathan Jones,KDZJ41266928454221,19,0.4798450253,0.0,2018-10-22T00:00:00,41,8880.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.0,10000.0,,2019-11-30T00:00:00,380473.0,179026.0,511372.0,332345.0,0.0,0.0,0.0,708370.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,95700.0,False,True,1.0,8640.0,2020-02-07T20:05:51
128,Mrs. Naomi Osborne,Mrs. Jasmine Lynch,YJXH90455347089755,33,0.2231932527,0.0,2010-10-05T00:00:00,68,66209.82,180000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.986194639333761,140000.0,,2019-05-31T03:00:00,13769660.0,6181072.0,14878097.0,7402373.0,3877601.0,6733077.0,4076110.0,8622213.0,1295664.0,12.0,0.0,2003.0,Acima de 17 anos,1000000.0,False,False,0.8912616894,2681972.0,2020-02-06T20:47:40
129,Lauren Finch,Mrs. Valerie Edwards,MNLD92138419599220,5,0.440489579,0.0,2016-06-17T00:00:00,100,14000.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,50000.0,,,,,,,,,,273629.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,550000.0,False,True,1.0,7040.0,2020-02-07T22:02:55
130,Miss Elaine Nicholson,Hazel Brown,HMLH49235417615497,0,0.0,,2020-01-28T16:32:57,0,0.0,70000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,,,2019-08-31T03:00:00,3488992.0,4433602.0,3592780.0,472217.0,3658024.0,824895.0,1063783.0,3103851.0,279674.0,8.0,-2824177.0,2017.0,De 0 a 5 anos,200000.0,True,False,0.0,5400.0,
131,Jill Shah,Catherine John-Young,KHSE54280264956283,3,0.4533904213,0.0,2019-01-11T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.0,20000.0,,,,,,,,,,1298208.0,0.0,12.0,0.0,2002.0,Acima de 17 anos,510000.0,False,True,1.0,720.0,2020-02-07T13:20:37
132,Amber Smith,Chelsea Smith-Cox,EFMB43041243982596,4,0.5074172904,0.0,2013-03-28T00:00:00,0,0.0,240000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.866025403784439,,,2019-12-31T03:00:00,12731021.0,15484796.0,15484796.0,501991.0,0.0,1011239.0,92631190.0,1819859.0,-1469120.0,2.0,2592210.0,1996.0,Acima de 17 anos,95400.0,True,True,1.0,34400.0,
133,Andrew Barlow,Dr. Barry Carpenter,ZBJI53890581783095,4,0.3748695035,0.0,2018-03-13T00:00:00,39,7050.0,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.0,20000.0,2020-02-12T18:47:52,,,,,,,,,566902.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.9680354669,17600.0,
134,Sara Thomas-Rowe,Andrea Bartlett-Wood,MYME04190722582101,6,0.5495408039,0.0,2015-03-23T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8679245283018867,0.1320754716981132,0.0,30000.0,,,,,,,,,,9443099.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,100000.0,False,False,1.0,178000.0,2020-02-07T22:15:33
135,Antony Chapman,Deborah Scott-Spencer,DYHK10660727336093,2,0.5563296207,0.0,2017-06-21T00:00:00,76,13500.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,10000.0,,,,,,,,,,1591910.0,0.0,7.0,0.0,1997.0,Acima de 17 anos,20000.0,False,True,1.0,14800.0,2020-02-07T20:24:17
136,Mr. Jack Ellis,Mathew Page,ZOIA59932343608967,4,0.4768995235,0.0,2017-07-24T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,30000.0,,,,,,,,,,6114513.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,300000.0,False,False,1.0,108000.0,2020-02-07T17:54:17
137,Hannah Knight-Jones,Victoria Marshall,CUAB53419021981167,0,0.0,,2019-12-03T17:29:35,0,0.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,10000.0,,,,,,,,,,6121171.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,0.0,73478.0,2020-02-07T20:25:15
138,Mr. Jake Hussain,Jean Potter-Johnson,IATW15693786270082,0,0.0,,2020-01-27T17:29:48,0,0.0,5000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,0.0,5000.0,,,,,,,,,,713882.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,180000.0,False,True,0.0,0.0,2020-02-12T20:32:12
139,Marion Lynch-Taylor,Kathryn Power-Mason,OGWM99265986867408,0,0.3859177578,0.0,2016-12-19T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2019-10-31T00:00:00,911113.0,509051.0,926368.0,451271.0,0.0,0.0,619908.0,572776.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,80000.0,False,True,1.0,63000.0,2020-02-06T20:28:36
